"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","主页设置页用例","1","0","切换模版点击取消不会更新模版","0"
"0","","0","系统标识设置页用例","1","0","LOGO显示方式为图标+文字","0"
"0","","0","工艺产能表测试用例","1","0","修改工艺产能使用指令资源","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版成功，事务类型为服务，填写计划计算成功","0"
"0","","0","菜单组件页用例","1","0","删除测试数据成功，删除布局成功","0"
"0","","0","物控方案管理表测试用例","1","0","删除命令成功","0"
"0","","0","物料组表测试用例","1","0","代码设计器选择成功，并且没有乱码","0"
"0","","0","方案管理表测试用例","1","0","属性设置-分派规则-降序","0"
"0","","0","供应商配额测试用例","1","0","查询测试数据成功","0"
"0","","0","仓库库位测试用例","1","0","编辑全部选项成功","0"
"0","","0","收货场所测试用例","1","0","过滤刷新成功","0"
"0","","0","物品切换表测试用例","1","0","刷新成功","0"
"0","","0","事务管理页用例","1","0","流程日志-流程名称搜索成功","0"
"0","","0","生产特征表测试用例","1","0","查询代码成功","0"
"0","","0","操作日志页用例","1","0","刷新成功","0"
"0","","0","未领料明细测试用例","1","0","删除测试数据成功","0"
"0","","0","生产特征表测试用例","1","0","以普开头或显示顺序>10","0"
"0","","0","表达式管理页用例","1","0","修改表达式名称，相当于新增","0"
"0","","0","标准应用设置测试用例","1","0","设置透视表格布局默认启动-成功","0"
"1","","0","模型设计页用例","0","0","点击保存 不报错","0"
"0","","0","角色管理页用例","1","0","点击只输入角色代码点击保存，不允许保存","0"
"0","","0","工具栏按钮管理页用例","1","0","修改对话框按钮代码禁用","0"
"0","","0","资源表测试用例","1","0","查询资源名字成功","0"
"0","","0","事务管理页用例","1","0","我的流程-频率为月，不填写时间设置，不允许保存","0"
"0","","0","标准应用设置测试用例","1","0","填写布局名称，不勾选可见字段，添加失败","0"
"0","","0","生产特征切换表测试用例","1","0","查询资源成功","0"
"0","","0","收货场所测试用例","1","0","添加收货场所信息，有多个必填只填写一项，不允许提交","0"
"0","","0","收货场所测试用例","1","0","取消删除数据","0"
"0","","0","仓库库位测试用例","1","0","添加测试数据","0"
"0","","0","生产日历表测试用例","1","0","添加数据成功 - 星期","0"
"0","","0","事务管理页用例","1","0","我的流程-频率为月，保存成功","0"
"0","","0","应用管理页用例","1","0","校验数字文本框成功","0"
"0","","0","物料表测试用例","1","0","删除测试数据成功，删除布局成功","0"
"1","","0","物料库存测试用例","0","0","新增全部数据测试","0"
"0","","0","导航栏测试用例","1","0","右键关闭其他导航栏成功","0"
"0","","0","物料库存测试用例","1","0","修改物料代码成功","0"
"0","","0","订单预占料测试用例","1","0","删除测试数据成功","0"
"0","","0","配置同步页用例","1","0","删除增加的资源和用户成功","0"
"0","","0","标准应用设置测试用例","1","0","标签设置显示在快速查询下放","0"
"0","","0","工艺产能表测试用例","1","0","删除工序编号成功","0"
"0","","0","物料CTB测试用例","2","0","删除数据成功","0"
"0","","0","事务管理页用例","1","0","我的流程-点击重置按钮成功","0"
"1","","0","角色管理页用例","0","0","添加角色成功，勾选所有菜单,并且增加该用户权限，可切换新建单元","0"
"0","","0","用户与物料员测试用例","1","0","添加测试数据","0"
"0","","0","未领料明细测试用例","1","0","添加必填数据成功","0"
"0","","0","标准应用设置测试用例","1","0","删除标签成功","0"
"0","","0","生产报工测试用例","1","0","当修改的报工数量大于实绩报工数量 弹出弹窗 点击“是”报工状态会变为结束","0"
"0","","0","方案管理表测试用例","2","0","删除刚才添加的方案","0"
"0","","0","生产报工测试用例","1","0","查询物料代码成功","0"
"0","","0","模型数据流设计页用例","1","0","模型数据流设计页点击保存成功","0"
"0","","0","个人设置测试用例","1","0","打开引擎为系统设置-IP","0"
"0","","0","事务管理页用例","1","0","我的流程-频率为每天，添加搜索事务,添加两个事务点击保存，保存成功","0"
"0","","0","个人设置测试用例","1","0","不操作自动退出-10秒","0"
"0","","0","个人设置测试用例","3","0","修改密码不符合标准","0"
"0","","0","方案管理表测试用例","1","0","属性设置-更新关联/补充订单","0"
"0","","0","PSI设置用例","1","0","删除透视数据，表行，表列，数据内容成功","0"
"0","","0","物料表测试用例","1","0","刷新成功","0"
"0","","0","资源组表测试用例","1","0","没有数据时显示正常","0"
"0","","0","事务管理页用例","1","0","流程日志-流程ID搜索成功搜索成功","0"
"0","","0","物品切换表测试用例","1","0","添加物品切换信息 填写资源不填写前品目和后品目 不允许提交","0"
"0","","0","班次表测试用例","1","0","下拉框选择成功","0"
"0","","0","物料BOM测试用例","1","0","添加必填数据成功","0"
"0","","0","生产日历表测试用例","1","0","输入全部数据，添加保存成功","0"
"0","","0","物料员测试用例","1","0","删除测试数据成功","0"
"0","","0","接口配置分发页用例","1","0","过滤条件查询，设置符合开头查询成功","0"
"0","","0","系统标识设置页用例","1","0","设置成功登录背景图成功","0"
"0","","0","接收数据页用例","1","0","清除筛选效果成功","0"
"2","","0","配置同步页用例","0","0","同步1个计划方案到多个计划单元成功","0"
"0","","0","供应商信息测试用例","1","0","查询工厂代码成功","0"
"0","","0","多语言资源页用例","1","0","过滤条件查询，设置符合结尾查询成功","0"
"0","","0","物控需求定义页用例","1","0","过滤条件查询，设置符合结尾查询成功","0"
"0","","0","用户与物料员测试用例","1","0","没有数据时显示正常","0"
"1","","0","物料库存测试用例","1","0","删除数据成功","0"
"0","","0","班次表测试用例","1","0","校验数字文本框和文本框成功","0"
"0","","0","接口执行页用例","1","0","删除数据成功","0"
"0","","0","制造订单表测试用例","1","0","刷新成功","0"
"0","","0","在途库存测试用例","2","0","删除数据成功","0"
"0","","0","配置同步页用例","2","0","重复同步同一个计划方案不会报错，会继续同步","0"
"1","","0","配置同步页用例","0","0","同步1个psi到多个计划单元成功","0"
"0","","0","主页设置页用例","1","0","添加关联条件会出现在个人设置中","0"
"0","","0","用户与物料员测试用例","1","0","查询物料员代码成功","0"
"0","","0","方案管理表测试用例","1","0","属性设置-严格遵守后资源制约-开关关闭","0"
"0","","0","收货班次测试用例","1","0","没有数据时显示正常","0"
"0","","0","工艺产能表测试用例","1","0","添加布局","0"
