"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23721","test_master_delsuccess4","Tests.test_items","Tue Mar 10 09:38:39 CDT 2026","passed","Tue Mar 10 09:39:03 CDT 2026","TestMasterPage","test_master","",""
"","27176","test_MaterialCTB_selectnodatasuccess","Tests.test_material","Tue Mar 10 11:38:58 CDT 2026","passed","Tue Mar 10 11:39:25 CDT 2026","TestItemPage","test_MaterialCTB","",""
"","12682","test_materialsubstitution_clear","Tests.test_material","Tue Mar 10 12:00:19 CDT 2026","broken","Tue Mar 10 12:00:31 CDT 2026","TestSMaterialSubstitutionPage","test_materialSubstitution","",""
"","12331","test_materialVendorQuota_addsuccess1","Tests.test_material","Tue Mar 10 12:10:10 CDT 2026","passed","Tue Mar 10 12:10:22 CDT 2026","TestItemPage","test_materialVendorQuota","",""
"","70535","test_orderPreOccupiedMaterials_editnamesuccess","Tests.test_material","Tue Mar 10 13:24:04 CDT 2026","passed","Tue Mar 10 13:25:15 CDT 2026","TestItemPage","test_orderPreOccupiedMaterials","",""
"","4183","test_spec_ctrlIrepeat","Tests.test_items","Tue Mar 10 06:37:22 CDT 2026","passed","Tue Mar 10 06:37:26 CDT 2026","TestSpecPage","test_spec1","",""
"","69831","test_changeI_delete","Tests.test_items","Tue Mar 10 08:46:22 CDT 2026","passed","Tue Mar 10 08:47:32 CDT 2026","TestChangeIPage","test_changeI","",""
"","11849","test_changespec_select3","Tests.test_items","Tue Mar 10 09:02:16 CDT 2026","passed","Tue Mar 10 09:02:28 CDT 2026","TestChangeSpecPage","test_changespec","",""
"","28307","test_calendar_shiftdel","Tests.test_items","Tue Mar 10 08:36:23 CDT 2026","passed","Tue Mar 10 08:36:52 CDT 2026","TestCalendarPage","test_calendar","",""
"","23097","test_orderPreOccupiedMaterials_addsuccess","Tests.test_material","Tue Mar 10 13:22:12 CDT 2026","passed","Tue Mar 10 13:22:35 CDT 2026","TestItemPage","test_orderPreOccupiedMaterials","",""
"","11366","test_expression_select1","Tests.test_system","Tue Mar 10 15:42:59 CDT 2026","passed","Tue Mar 10 15:43:11 CDT 2026","TestSExpressionPage","test_expression","",""
"","20562","test_orderchart_deletelayout","Tests.test_items","Tue Mar 10 10:29:09 CDT 2026","passed","Tue Mar 10 10:29:29 CDT 2026","TestChartPage","test_chart","",""
"","10053","test_order_addsuccess1","Tests.test_items","Tue Mar 10 09:16:20 CDT 2026","passed","Tue Mar 10 09:16:30 CDT 2026","TestOrderPage","test_order","",""
"","24363","test_materialDelUserMap_delsuccess3","Tests.test_material","Tue Mar 10 12:46:57 CDT 2026","passed","Tue Mar 10 12:47:22 CDT 2026","TestItemPage","test_materialDelUserMap","",""
"","5764","test_personal_editpassword5","Tests.test_items","Tue Mar 10 11:09:06 CDT 2026","passed","Tue Mar 10 11:09:12 CDT 2026","TestPersonalPage","test_personal","",""
"","17079","test_setting_layoutlist_deletesuccess1","Tests.test_items","Tue Mar 10 11:02:19 CDT 2026","passed","Tue Mar 10 11:02:36 CDT 2026","TestSettingPage","test_setting","",""
"","6180","test_coverage_timesequence7","Tests.test_items","Tue Mar 10 08:20:57 CDT 2026","passed","Tue Mar 10 08:21:04 CDT 2026","TestCoveragePage","test_coverage","",""
"","10177","test_production_ctrlI","Tests.test_items","Tue Mar 10 10:23:47 CDT 2026","broken","Tue Mar 10 10:23:57 CDT 2026","TestProductionPage","test_production","",""
"","13613","test_workdetails_select3","Tests.test_items","Tue Mar 10 09:56:45 CDT 2026","passed","Tue Mar 10 09:56:59 CDT 2026","TestWorkTasksPage","test_worktasks","",""
"","13105","test_materialBOM_select2","Tests.test_material","Tue Mar 10 11:49:18 CDT 2026","passed","Tue Mar 10 11:49:31 CDT 2026","TestItemPage","test_materialBOM","",""
"","10230","test_itemgroup_addnum","Tests.test_items","Tue Mar 10 07:08:50 CDT 2026","passed","Tue Mar 10 07:09:00 CDT 2026","TestItemGroupPage","test_itemgroup","",""
"","18431","test_setting_display1","Tests.test_items","Tue Mar 10 10:43:58 CDT 2026","passed","Tue Mar 10 10:44:17 CDT 2026","TestSettingPage","test_setting","",""
